game_id,game_date,home_team,away_team,home_score,away_score,home_win,status
824027,2026-06-02,Angels,Rockies,8,9,0,Final
825078,2026-06-02,D-backs,Dodgers,4,1,1,Final
823131,2026-06-02,Mariners,Mets,3,2,1,Final
822971,2026-06-02,Rays,Tigers,0,8,0,Final
823460,2026-06-02,Phillies,Padres,3,2,1,Final
824754,2026-06-02,Red Sox,Orioles,2,4,0,Final
822728,2026-06-02,Nationals,Marlins,3,7,0,Final
823541,2026-06-02,Yankees,Guardians,4,9,0,Final
824511,2026-06-02,Reds,Royals,4,3,1,Final
824918,2026-06-02,Braves,Blue Jays,4,3,1,Final
823700,2026-06-02,Twins,White Sox,6,4,1,Final
823782,2026-06-02,Brewers,Giants,8,3,1,Final
823052,2026-06-02,Cardinals,Rangers,4,7,0,Final
824675,2026-06-03,Cubs,Athletics,1,2,0,Final
824189,2026-06-03,Astros,Pirates,6,10,0,Final
824026,2026-06-03,Angels,Rockies,2,8,0,Final
825079,2026-06-03,D-backs,Dodgers,5,6,0,Final
823129,2026-06-03,Mariners,Mets,8,3,1,Final
822727,2026-06-03,Nationals,Marlins,1,4,0,Final
822973,2026-06-03,Rays,Tigers,2,7,0,Final
823701,2026-06-03,Twins,White Sox,0,8,0,Final
823130,2026-06-03,Mariners,Mets,1,7,0,Final
823456,2026-06-03,Phillies,Padres,3,2,1,Final
824755,2026-06-03,Red Sox,Orioles,8,1,1,Final
823540,2026-06-03,Yankees,Guardians,4,5,0,Final
824509,2026-06-03,Reds,Royals,2,5,0,Final
824917,2026-06-03,Braves,Blue Jays,7,3,1,Final
823780,2026-06-03,Brewers,Giants,0,1,0,Final
823051,2026-06-03,Cardinals,Rangers,5,3,1,Final
824671,2026-06-04,Cubs,Athletics,4,5,0,Final
824188,2026-06-04,Astros,Pirates,11,9,1,Final
824024,2026-06-04,Angels,Rockies,11,4,1,Final
825077,2026-06-04,D-backs,Dodgers,0,7,0,Final
823457,2026-06-04,Phillies,Padres,6,4,1,Final
824753,2026-06-04,Red Sox,Orioles,2,8,0,Final
823542,2026-06-04,Yankees,Guardians,2,1,1,Final
823779,2026-06-04,Brewers,Giants,9,12,0,Final
824919,2026-06-04,Braves,Blue Jays,2,7,0,Final
823698,2026-06-04,Twins,Royals,6,8,0,Final
824672,2026-06-05,Cubs,Athletics,7,6,1,Final
824185,2026-06-05,Astros,Pirates,1,5,0,Final
825076,2026-06-05,D-backs,Dodgers,3,2,1,Final
824673,2026-06-05,Cubs,Giants,3,18,0,Final
824271,2026-06-05,Tigers,Mariners,7,3,1,Final
823455,2026-06-05,Phillies,White Sox,8,6,1,Final
823538,2026-06-05,Yankees,Red Sox,3,5,0,Final
822810,2026-06-05,Blue Jays,Orioles,3,13,0,Final
823860,2026-06-05,Marlins,Rays,0,6,0,Final
824914,2026-06-05,Braves,Pirates,6,3,1,Final
824186,2026-06-06,Astros,Athletics,5,1,1,Final
823049,2026-06-06,Cardinals,Reds,10,3,1,Final
822892,2026-06-06,Rangers,Guardians,3,2,1,Final
823699,2026-06-06,Twins,Royals,5,3,1,Final
824350,2026-06-06,Rockies,Brewers,7,9,0,Final
825073,2026-06-06,D-backs,Nationals,1,14,0,Final
823293,2026-06-06,Padres,Mets,0,5,0,Final
823943,2026-06-06,Dodgers,Angels,1,0,1,Final
824269,2026-06-06,Tigers,Mariners,0,4,0,Final
823697,2026-06-06,Twins,Royals,2,3,0,Final
823048,2026-06-06,Cardinals,Reds,6,5,1,Final
824669,2026-06-06,Cubs,Giants,3,2,1,Final
822808,2026-06-06,Blue Jays,Orioles,6,4,1,Final
823454,2026-06-06,Phillies,White Sox,3,6,0,Final
825075,2026-06-06,D-backs,Nationals,1,6,0,Final
824184,2026-06-06,Astros,Athletics,13,2,1,Final
824915,2026-06-06,Braves,Pirates,6,3,1,Final
823859,2026-06-06,Marlins,Rays,4,3,1,Final
822891,2026-06-06,Rangers,Guardians,0,6,0,Final
824351,2026-06-07,Rockies,Brewers,1,7,0,Final
823942,2026-06-07,Dodgers,Angels,9,2,1,Final
823292,2026-06-07,Padres,Mets,3,2,1,Final
824916,2026-06-07,Braves,Pirates,3,2,1,Final
823453,2026-06-07,Phillies,White Sox,9,5,1,Final
823537,2026-06-07,Yankees,Red Sox,6,1,1,Final
822807,2026-06-07,Blue Jays,Orioles,6,4,1,Final
824268,2026-06-07,Tigers,Mariners,5,4,1,Final
823857,2026-06-07,Marlins,Rays,4,1,1,Final
824183,2026-06-07,Astros,Athletics,0,5,0,Final
823696,2026-06-07,Twins,Royals,5,6,0,Final
823047,2026-06-07,Cardinals,Reds,5,3,1,Final
822890,2026-06-07,Rangers,Guardians,10,0,1,Final
824349,2026-06-07,Rockies,Brewers,4,12,0,Final
825074,2026-06-07,D-backs,Nationals,5,1,1,Final
823941,2026-06-07,Dodgers,Angels,5,13,0,Final
823291,2026-06-07,Padres,Mets,3,7,0,Final
824670,2026-06-08,Cubs,Giants,1,2,0,Final
824829,2026-06-08,Orioles,Mariners,3,6,0,Final
822972,2026-06-08,Rays,Red Sox,3,1,1,Final
824427,2026-06-08,Guardians,Yankees,5,7,0,Final
822806,2026-06-08,Blue Jays,Phillies,2,5,0,Final
824025,2026-06-09,Angels,Astros,4,5,0,Final
823289,2026-06-09,Padres,Reds,6,2,1,Final
823218,2026-06-09,Giants,Nationals,3,4,0,Final
824998,2026-06-09,Athletics,Brewers,14,15,0,Final
824830,2026-06-09,Orioles,Mariners,5,6,0,Final
823374,2026-06-09,Pirates,Dodgers,3,12,0,Final
822969,2026-06-09,Rays,Red Sox,4,3,1,Final
824267,2026-06-09,Tigers,Twins,10,4,1,Final
823858,2026-06-09,Marlins,D-backs,10,6,1,Final
824429,2026-06-09,Guardians,Yankees,2,3,0,Final
822805,2026-06-09,Blue Jays,Phillies,3,2,1,Final
823620,2026-06-09,Mets,Cardinals,0,7,0,Final
824105,2026-06-09,Royals,Rangers,5,3,1,Final
824591,2026-06-09,White Sox,Braves,6,5,1,Final
824347,2026-06-10,Rockies,Cubs,7,3,1,Final
824023,2026-06-10,Angels,Astros,10,1,1,Final
823290,2026-06-10,Padres,Reds,3,5,0,Final
823214,2026-06-10,Giants,Nationals,3,6,0,Final
824999,2026-06-10,Athletics,Brewers,7,5,1,Final
822970,2026-06-10,Rays,Red Sox,7,5,1,Final
824428,2026-06-10,Guardians,Yankees,4,8,0,Final
823215,2026-06-10,Giants,Nationals,11,10,1,Final
823287,2026-06-10,Padres,Reds,5,4,1,Final
824831,2026-06-10,Orioles,Mariners,7,2,1,Final
823372,2026-06-10,Pirates,Dodgers,9,8,1,Final
824266,2026-06-10,Tigers,Twins,4,6,0,Final
823856,2026-06-10,Marlins,D-backs,8,0,1,Final
822804,2026-06-10,Blue Jays,Phillies,4,7,0,Final
823618,2026-06-10,Mets,Cardinals,2,9,0,Final
824103,2026-06-10,Royals,Rangers,4,6,0,Final
824590,2026-06-10,White Sox,Braves,2,1,1,Final
824348,2026-06-11,Rockies,Cubs,3,2,1,Final
824996,2026-06-11,Athletics,Brewers,4,3,1,Final
824022,2026-06-11,Angels,Astros,3,2,1,Final
823619,2026-06-11,Mets,Cardinals,5,4,1,Final
824265,2026-06-11,Tigers,Twins,11,0,1,Final
823855,2026-06-11,Marlins,D-backs,2,0,1,Final
824101,2026-06-11,Royals,Rangers,2,4,0,Final
824346,2026-06-11,Rockies,Cubs,3,9,0,Final
823371,2026-06-11,Pirates,Dodgers,6,8,0,Final
824827,2026-06-11,Orioles,Mariners,7,5,1,Final
823370,2026-06-12,Pirates,Marlins,3,8,0,Final
822726,2026-06-12,Nationals,Mariners,2,10,0,Final
824826,2026-06-12,Orioles,Padres,7,3,1,Final
824425,2026-06-12,Guardians,Tigers,3,2,1,Final
824752,2026-06-12,Red Sox,Rangers,10,1,1,Final
824507,2026-06-12,Reds,D-backs,2,5,0,Final
823617,2026-06-12,Mets,Braves,7,5,1,Final
822803,2026-06-12,Blue Jays,Yankees,8,5,1,Final
824588,2026-06-12,White Sox,Dodgers,8,2,1,Final
823778,2026-06-12,Brewers,Phillies,6,0,1,Final
824102,2026-06-13,Royals,Astros,8,10,0,Final
823695,2026-06-13,Twins,Cardinals,9,8,1,Final
824020,2026-06-13,Angels,Rays,4,3,1,Final
824997,2026-06-13,Athletics,Rockies,6,4,1,Final
823211,2026-06-13,Giants,Cubs,1,5,0,Final
823694,2026-06-13,Twins,Cardinals,6,9,0,Final
822802,2026-06-13,Blue Jays,Yankees,1,3,0,Final
824828,2026-06-13,Orioles,Padres,3,9,0,Final
822725,2026-06-13,Nationals,Mariners,8,3,1,Final
823369,2026-06-13,Pirates,Marlins,3,2,1,Final
824508,2026-06-13,Reds,D-backs,2,1,1,Final
824426,2026-06-13,Guardians,Tigers,3,1,1,Final
824749,2026-06-13,Red Sox,Rangers,6,3,1,Final
823616,2026-06-13,Mets,Braves,1,3,0,Final
824587,2026-06-13,White Sox,Dodgers,1,7,0,Final
824100,2026-06-13,Royals,Astros,7,8,0,Final
823776,2026-06-13,Brewers,Phillies,8,9,0,Final
824995,2026-06-14,Athletics,Rockies,7,5,1,Final
823213,2026-06-14,Giants,Cubs,1,6,0,Final
824019,2026-06-14,Angels,Rays,8,0,1,Final
823368,2026-06-14,Pirates,Marlins,2,4,0,Final
824823,2026-06-14,Orioles,Padres,2,5,0,Final
822722,2026-06-14,Nationals,Mariners,10,1,1,Final
822801,2026-06-14,Blue Jays,Yankees,3,8,0,Final
824506,2026-06-14,Reds,D-backs,3,5,0,Final
823615,2026-06-14,Mets,Braves,8,1,1,Final
824099,2026-06-14,Royals,Astros,4,0,1,Final
823693,2026-06-14,Twins,Cardinals,5,4,1,Final
824586,2026-06-14,White Sox,Dodgers,6,4,1,Final
823777,2026-06-14,Brewers,Phillies,4,0,1,Final
824994,2026-06-14,Athletics,Rockies,9,23,0,Final
823212,2026-06-14,Giants,Cubs,5,1,1,Final
824021,2026-06-14,Angels,Rays,3,8,0,Final
824751,2026-06-14,Red Sox,Rangers,4,6,0,Final
823452,2026-06-15,Phillies,Marlins,7,0,1,Final
822724,2026-06-15,Nationals,Royals,7,3,1,Final
824505,2026-06-15,Reds,Mets,12,0,1,Final
823046,2026-06-15,Cardinals,Padres,3,0,1,Final
824666,2026-06-16,Cubs,Rockies,5,4,1,Final
822887,2026-06-16,Rangers,Twins,2,4,0,Final
824181,2026-06-16,Astros,Tigers,3,9,0,Final
825071,2026-06-16,D-backs,Angels,4,3,1,Final
824993,2026-06-16,Athletics,Pirates,11,2,1,Final
823938,2026-06-16,Dodgers,Rays,4,3,1,Final
823451,2026-06-16,Phillies,Marlins,8,2,1,Final
822723,2026-06-16,Nationals,Royals,6,4,1,Final
824750,2026-06-16,Red Sox,Blue Jays,1,6,0,Final
823535,2026-06-16,Yankees,White Sox,12,2,1,Final
824504,2026-06-16,Reds,Mets,5,3,1,Final
823775,2026-06-16,Brewers,Guardians,2,1,1,Final
823045,2026-06-16,Cardinals,Padres,3,2,1,Final
824667,2026-06-17,Cubs,Rockies,2,5,0,Final
822888,2026-06-17,Rangers,Twins,2,12,0,Final
824182,2026-06-17,Astros,Tigers,4,2,1,Final
825070,2026-06-17,D-backs,Angels,0,7,0,Final
824991,2026-06-17,Athletics,Pirates,5,6,0,Final
823128,2026-06-17,Mariners,Orioles,3,1,1,Final
823939,2026-06-17,Dodgers,Rays,1,0,1,Final
824912,2026-06-16,Braves,Giants,2,7,0,Final
824503,2026-06-17,Reds,Mets,1,9,0,Final
822721,2026-06-17,Nationals,Royals,2,6,0,Final
823450,2026-06-17,Phillies,Marlins,4,12,0,Final
824913,2026-06-16,Atlanta Braves,San Francisco Giants,2,7,0,Final
824178,2026-06-17,Astros,Tigers,4,2,1,Final
823044,2026-06-17,Cardinals,Padres,1,6,0,Final
823940,2026-06-17,Dodgers,Rays,5,4,1,Final
825072,2026-06-17,D-backs,Angels,8,1,1,Final
824746,2026-06-17,Red Sox,Blue Jays,0,3,0,Final
823536,2026-06-17,Yankees,White Sox,10,5,1,Final
823774,2026-06-17,Brewers,Guardians,9,4,1,Final
824668,2026-06-18,Cubs,Rockies,8,6,1,Final
824992,2026-06-18,Athletics,Pirates,4,12,0,Final
823127,2026-06-18,Mariners,Orioles,3,5,0,Final
824748,2026-06-18,Red Sox,Blue Jays,3,4,0,Final
823772,2026-06-18,Brewers,Guardians,2,4,0,Final
822889,2026-06-18,Rangers,Twins,3,9,0,Final
823125,2026-06-18,Mariners,Orioles,3,0,1,Final
823448,2026-06-18,Phillies,Mets,4,6,0,Final
823533,2026-06-18,Yankees,White Sox,1,5,0,Final
824098,2026-06-18,Royals,Cardinals,14,6,1,Final
824989,2026-06-19,Athletics,Angels,5,0,1,Final
824663,2026-06-19,Cubs,Blue Jays,16,2,1,Final
824264,2026-06-19,Tigers,White Sox,4,3,1,Final
823534,2026-06-19,Yankees,Reds,5,0,1,Final
822966,2026-06-19,Rays,Nationals,5,2,1,Final
823853,2026-06-19,Marlins,Giants,4,3,1,Final
824910,2026-06-19,Braves,Brewers,3,2,1,Final
822886,2026-06-20,Rangers,Padres,9,7,1,Final
824179,2026-06-20,Astros,Guardians,9,3,1,Final
824097,2026-06-20,Royals,Cardinals,6,5,1,Final
824345,2026-06-20,Rockies,Pirates,4,3,1,Final
824990,2026-06-20,Athletics,Angels,12,11,1,Final
825069,2026-06-20,D-backs,Twins,9,5,1,Final
823936,2026-06-20,Dodgers,Orioles,6,5,1,Final
823124,2026-06-20,Mariners,Red Sox,2,6,0,Final
824263,2026-06-20,Tigers,White Sox,4,1,1,Final
823532,2026-06-20,Yankees,Reds,2,10,0,Final
824665,2026-06-20,Cubs,Blue Jays,6,8,0,Final
822885,2026-06-20,Rangers,Padres,4,6,0,Final
822967,2026-06-20,Rays,Nationals,3,4,0,Final
823854,2026-06-20,Marlins,Giants,6,3,1,Final
824909,2026-06-20,Braves,Brewers,4,3,1,Final
824180,2026-06-20,Astros,Guardians,1,8,0,Final
823447,2026-06-20,Phillies,Mets,15,3,1,Final
824342,2026-06-21,Rockies,Pirates,2,1,1,Final
824988,2026-06-21,Athletics,Angels,0,7,0,Final
823937,2026-06-21,Dodgers,Orioles,2,3,0,Final
823126,2026-06-21,Mariners,Red Sox,1,5,0,Final
825068,2026-06-21,D-backs,Twins,8,16,0,Final
823531,2026-06-21,Yankees,Reds,1,4,0,Final
824908,2026-06-21,Braves,Brewers,4,9,0,Final
822968,2026-06-21,Rays,Nationals,4,3,1,Final
824260,2026-06-21,Tigers,White Sox,5,4,1,Final
823852,2026-06-21,Marlins,Giants,2,1,1,Final
824177,2026-06-21,Astros,Guardians,2,1,1,Final
824095,2026-06-21,Royals,Cardinals,10,12,0,Final
822883,2026-06-21,Rangers,Padres,4,3,1,Final
824343,2026-06-21,Rockies,Pirates,6,8,0,Final
825067,2026-06-21,D-backs,Twins,2,4,0,Final
824987,2026-06-21,Athletics,Angels,7,9,0,Final
823934,2026-06-21,Dodgers,Orioles,1,12,0,Final
823123,2026-06-21,Mariners,Red Sox,3,1,1,Final
823449,2026-06-21,Phillies,Mets,6,2,1,Final
